user_id,segment,persona_name,primary_perk
498363,2,Staycation Bundlers,Hotel/room perks
498500,2,Staycation Bundlers,Hotel/room perks
498607,4,Cautious Evaluators,Risk-reduction perks
498665,3,Frequent Business Travelers,Loyalty accelerators
498857,2,Staycation Bundlers,Hotel/room perks
498931,4,Cautious Evaluators,Risk-reduction perks
499028,4,Cautious Evaluators,Risk-reduction perks
499038,2,Staycation Bundlers,Hotel/room perks
499252,2,Staycation Bundlers,Hotel/room perks
499313,4,Cautious Evaluators,Risk-reduction perks
499366,1,Deal-Driven Flyers,Flight discounting
499375,1,Deal-Driven Flyers,Flight discounting
499379,2,Staycation Bundlers,Hotel/room perks
499461,4,Cautious Evaluators,Risk-reduction perks
499475,4,Cautious Evaluators,Risk-reduction perks
499633,1,Deal-Driven Flyers,Flight discounting
499634,4,Cautious Evaluators,Risk-reduction perks
499659,4,Cautious Evaluators,Risk-reduction perks
499669,4,Cautious Evaluators,Risk-reduction perks
499751,1,Deal-Driven Flyers,Flight discounting
499760,0,Explorer Planners,Planning tools + itinerary support
499780,0,Explorer Planners,Planning tools + itinerary support
499810,4,Cautious Evaluators,Risk-reduction perks
499847,1,Deal-Driven Flyers,Flight discounting
499969,4,Cautious Evaluators,Risk-reduction perks
499979,1,Deal-Driven Flyers,Flight discounting
499990,3,Frequent Business Travelers,Loyalty accelerators
500078,4,Cautious Evaluators,Risk-reduction perks
500196,2,Staycation Bundlers,Hotel/room perks
500243,2,Staycation Bundlers,Hotel/room perks
500257,4,Cautious Evaluators,Risk-reduction perks
500288,0,Explorer Planners,Planning tools + itinerary support
500493,2,Staycation Bundlers,Hotel/room perks
500646,2,Staycation Bundlers,Hotel/room perks
500745,4,Cautious Evaluators,Risk-reduction perks
500773,1,Deal-Driven Flyers,Flight discounting
500791,4,Cautious Evaluators,Risk-reduction perks
500828,2,Staycation Bundlers,Hotel/room perks
500972,4,Cautious Evaluators,Risk-reduction perks
501087,4,Cautious Evaluators,Risk-reduction perks
501125,4,Cautious Evaluators,Risk-reduction perks
501184,1,Deal-Driven Flyers,Flight discounting
501322,2,Staycation Bundlers,Hotel/room perks
501344,0,Explorer Planners,Planning tools + itinerary support
501436,1,Deal-Driven Flyers,Flight discounting
501512,2,Staycation Bundlers,Hotel/room perks
501708,2,Staycation Bundlers,Hotel/room perks
501735,4,Cautious Evaluators,Risk-reduction perks
501764,2,Staycation Bundlers,Hotel/room perks
501780,0,Explorer Planners,Planning tools + itinerary support
501794,1,Deal-Driven Flyers,Flight discounting
501817,1,Deal-Driven Flyers,Flight discounting
501830,4,Cautious Evaluators,Risk-reduction perks
501897,4,Cautious Evaluators,Risk-reduction perks
501947,1,Deal-Driven Flyers,Flight discounting
502145,4,Cautious Evaluators,Risk-reduction perks
502210,1,Deal-Driven Flyers,Flight discounting
502212,4,Cautious Evaluators,Risk-reduction perks
502353,1,Deal-Driven Flyers,Flight discounting
502412,2,Staycation Bundlers,Hotel/room perks
502435,2,Staycation Bundlers,Hotel/room perks
502444,1,Deal-Driven Flyers,Flight discounting
502609,1,Deal-Driven Flyers,Flight discounting
502626,2,Staycation Bundlers,Hotel/room perks
502826,4,Cautious Evaluators,Risk-reduction perks
502847,1,Deal-Driven Flyers,Flight discounting
502850,0,Explorer Planners,Planning tools + itinerary support
502875,2,Staycation Bundlers,Hotel/room perks
502995,0,Explorer Planners,Planning tools + itinerary support
